Date,Time,Weather,Parking
Tuesday,0800 - 0815,sunny,Spot A
Tuesday,0815 - 0830,sunny,Spot A
Tuesday,0830 - 0845,sunny,Spot A
Tuesday,0845 - 0900,sunny,Spot A
Wednesday,0700 - 0715,cloudy,Spot A
Wednesday,0715 - 0730,cloudy,Spot A
Wednesday,0730 - 0745,cloudy,Spot A
Wednesday,0745 - 0800,cloudy,Spot A
Wednesday,0800 - 0815,cloudy,Spot A
Wednesday,0815 - 0830,cloudy,Spot A
Wednesday,0830 - 0845,cloudy,Spot A
Wednesday,0845 - 0900,cloudy,Spot A
Thursday,0700 - 0715,sunny,Spot A
Thursday,0715 - 0730,sunny,Spot A
Thursday,0730 - 0745,sunny,Spot A
Thursday,0745 - 0800,sunny,Spot A
Thursday,0800 - 0815,sunny,Spot A
Thursday,0815 - 0830,sunny,Spot A
Thursday,0830 - 0845,sunny,Spot A
Thursday,0845 - 0900,sunny,Spot A
Friday,0700 - 0715,cloudy,Spot A
Friday,0715 - 0730,cloudy,Spot A
Friday,0730 - 0745,cloudy,Spot A
Friday,0745 - 0800,cloudy,Spot A
Friday,0800 - 0815,cloudy,Spot A
Friday,0815 - 0830,cloudy,Spot A
Friday,0830 - 0845,cloudy,Spot A
Friday,0845 - 0900,cloudy,Spot A
Saturday,0700 - 0715,rainy,Spot A
Saturday,0715 - 0730,rainy,Spot A
Saturday,0730 - 0745,rainy,Spot A
Saturday,0745 - 0800,rainy,Spot A
Saturday,0800 - 0815,rainy,Spot A
Saturday,0815 - 0830,rainy,Spot A
Saturday,0830 - 0845,rainy,Spot A
Saturday,0845 - 0900,rainy,Spot A
Sunday,0700 - 0715,sunny,Spot A
Sunday,0715 - 0730,sunny,Spot A
Sunday,0730 - 0745,sunny,Spot A
Sunday,0745 - 0800,sunny,Spot A
Sunday,0800 - 0815,sunny,Spot A
Sunday,0815 - 0830,sunny,Spot A
Sunday,0830 - 0845,sunny,Spot A
Sunday,0845 - 0900,sunny,Spot A
Monday,0700 - 0715,cloudy,Spot A
Monday,0715 - 0730,cloudy,Spot A
Monday,0730 - 0745,cloudy,Spot A
Monday,0745 - 0800,cloudy,Spot A
Monday,0800 - 0815,cloudy,Spot A
Monday,0815 - 0830,cloudy,Spot A
Monday,0830 - 0845,cloudy,Spot A
Monday,0845 - 0900,cloudy,Spot A
Tuesday,0700 - 0715,rainy,Spot A
Tuesday,0715 - 0730,rainy,Spot A
Tuesday,0730 - 0745,rainy,Spot A
Tuesday,0745 - 0800,rainy,Spot A
Tuesday,0800 - 0815,rainy,Spot A
Tuesday,0815 - 0830,rainy,Spot A
Tuesday,0830 - 0845,rainy,Spot A
Tuesday,0845 - 0900,rainy,Spot A
Wednesday,0700 - 0715,cloudy,Spot A
Wednesday,0715 - 0730,cloudy,Spot A
Wednesday,0730 - 0745,cloudy,Spot A
Wednesday,0745 - 0800,cloudy,Spot A
Wednesday,0800 - 0815,cloudy,Spot A
Wednesday,0815 - 0830,cloudy,Spot A
Wednesday,0830 - 0845,cloudy,Spot A
Wednesday,0845 - 0900,cloudy,Spot A
Thursday,0700 - 0715,sunny,Spot A
Thursday,0715 - 0730,sunny,Spot A
Thursday,0730 - 0745,sunny,Spot A
Thursday,0745 - 0800,sunny,Spot A
Thursday,0800 - 0815,sunny,Spot A
Thursday,0815 - 0830,sunny,Spot A
Thursday,0830 - 0845,sunny,Spot A
Thursday,0845 - 0900,sunny,Spot A
Friday,0700 - 0715,sunny,Spot A
Friday,0715 - 0730,sunny,Spot A
Friday,0730 - 0745,sunny,Spot A
Friday,0745 - 0800,sunny,Spot A
Friday,0800 - 0815,sunny,Spot A
Friday,0815 - 0830,sunny,Spot A
Friday,0830 - 0845,sunny,Spot A
Friday,0845 - 0900,sunny,Spot A
Saturday,0700 - 0715,sunny,Spot A
Saturday,0715 - 0730,sunny,Spot A
Saturday,0730 - 0745,sunny,Spot A
Saturday,0745 - 0800,sunny,Spot A
Saturday,0800 - 0815,sunny,Spot A
Saturday,0815 - 0830,sunny,Spot A
Saturday,0830 - 0845,sunny,Spot A
Saturday,0845 - 0900,sunny,Spot A
Sunday,0700 - 0715,sunny,Spot A
Sunday,0715 - 0730,sunny,Spot A
Sunday,0730 - 0745,sunny,Spot A
Sunday,0745 - 0800,sunny,Spot A
Sunday,0800 - 0815,sunny,Spot A
Sunday,0815 - 0830,sunny,Spot A
Sunday,0830 - 0845,sunny,Spot A
Sunday,0845 - 0900,sunny,Spot A
Monday,0700 - 0715,cloudy,Spot A
Monday,0715 - 0730,cloudy,Spot A
Monday,0730 - 0745,cloudy,Spot A
Monday,0745 - 0800,cloudy,Spot A
Monday,0800 - 0815,cloudy,Spot A
Monday,0815 - 0830,cloudy,Spot A
Monday,0830 - 0845,cloudy,Spot A
Monday,0845 - 0900,cloudy,Spot A
Tuesday,0700 - 0715,cloudy,Spot A
Tuesday,0715 - 0730,cloudy,Spot A
Tuesday,0730 - 0745,cloudy,Spot A
Tuesday,0745 - 0800,cloudy,Spot A
Tuesday,0800 - 0815,cloudy,Spot A
Tuesday,0815 - 0830,cloudy,Spot A
Tuesday,0830 - 0845,cloudy,Spot A
Tuesday,0845 - 0900,cloudy,Spot A
Wednesday,0700 - 0715,sunny,Spot A
Wednesday,0715 - 0730,sunny,Spot A
Wednesday,0730 - 0745,sunny,Spot A
Wednesday,0745 - 0800,sunny,Spot A
Wednesday,0800 - 0815,sunny,Spot A
Wednesday,0815 - 0830,sunny,Spot A
Wednesday,0830 - 0845,sunny,Spot A
Wednesday,0845 - 0900,sunny,Spot A
Thursday,0700 - 0715,sunny,Spot A
Thursday,0715 - 0730,sunny,Spot A
Thursday,0730 - 0745,sunny,Spot A
Thursday,0745 - 0800,sunny,Spot A
Thursday,0800 - 0815,sunny,Spot A
Thursday,0815 - 0830,sunny,Spot A
Thursday,0830 - 0845,sunny,Spot A
Thursday,0845 - 0900,sunny,Spot A
Friday,0700 - 0715,sunny,Spot A
Friday,0715 - 0730,sunny,Spot A
Friday,0730 - 0745,sunny,Spot A
Friday,0745 - 0800,sunny,Spot A
Friday,0800 - 0815,sunny,Spot A
Friday,0815 - 0830,sunny,Spot A
Friday,0830 - 0845,sunny,Spot A
Friday,0845 - 0900,sunny,Spot A
Saturday,0700 - 0715,cloudy,Spot A
Saturday,0715 - 0730,cloudy,Spot A
Saturday,0730 - 0745,cloudy,Spot A
Saturday,0745 - 0800,cloudy,Spot A
Saturday,0800 - 0815,cloudy,Spot A
Saturday,0815 - 0830,cloudy,Spot A
Saturday,0830 - 0845,cloudy,Spot A
Saturday,0845 - 0900,cloudy,Spot A
Sunday,0700 - 0715,sunny,Spot A
Sunday,0715 - 0730,sunny,Spot A
Sunday,0730 - 0745,sunny,Spot A
Sunday,0745 - 0800,sunny,Spot A
Sunday,0800 - 0815,sunny,Spot A
Sunday,0815 - 0830,sunny,Spot A
Sunday,0830 - 0845,sunny,Spot A
Sunday,0845 - 0900,sunny,Spot A
Monday,0700 - 0715,sunny,Spot A
Monday,0715 - 0730,sunny,Spot A
Monday,0730 - 0745,sunny,Spot A
Monday,0745 - 0800,sunny,Spot A
Monday,0800 - 0815,sunny,Spot A
Monday,0815 - 0830,sunny,Spot A
Monday,0830 - 0845,sunny,Spot A
Monday,0845 - 0900,sunny,Spot A
Tuesday,0700 - 0715,sunny,Spot A
Tuesday,0715 - 0730,sunny,Spot A
Tuesday,0730 - 0745,sunny,Spot A
Tuesday,0745 - 0800,sunny,Spot A
Tuesday,0800 - 0815,sunny,Spot A
Tuesday,0815 - 0830,sunny,Spot A
Tuesday,0830 - 0845,sunny,Spot A
Tuesday,0845 - 0900,sunny,Spot A
Monday,0700 - 0715,rainy,Spot B
Monday,0715 - 0730,rainy,Spot B
Monday,0730 - 0745,rainy,Spot B
Monday,0745 - 0800,rainy,Spot B
Monday,0800 - 0815,rainy,Spot B
Monday,0815 - 0830,rainy,Spot B
Monday,0830 - 0845,rainy,Spot B
Monday,0845 - 0900,rainy,Spot B
Tuesday,0700 - 0715,cloudy,Spot B
Tuesday,0715 - 0730,cloudy,Spot B
Tuesday,0730 - 0745,cloudy,Spot B
Tuesday,0745 - 0800,cloudy,Spot B
Tuesday,0800 - 0815,cloudy,Spot B
Tuesday,0815 - 0830,cloudy,Spot B
Tuesday,0830 - 0845,cloudy,Spot B
Tuesday,0845 - 0900,cloudy,Spot B
Wednesday,0700 - 0715,cloudy,Spot B
Wednesday,0715 - 0730,cloudy,Spot B
Wednesday,0730 - 0745,cloudy,Spot B
Wednesday,0745 - 0800,cloudy,Spot B
Wednesday,0800 - 0815,cloudy,Spot B
Wednesday,0815 - 0830,cloudy,Spot B
Wednesday,0830 - 0845,cloudy,Spot B
Wednesday,0845 - 0900,cloudy,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,sunny,Spot B
Sunday,0715 - 0730,sunny,Spot B
Sunday,0730 - 0745,sunny,Spot B
Sunday,0745 - 0800,sunny,Spot B
Sunday,0800 - 0815,sunny,Spot B
Sunday,0815 - 0830,sunny,Spot B
Sunday,0830 - 0845,sunny,Spot B
Sunday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,cloudy,Spot B
Tuesday,0715 - 0730,cloudy,Spot B
Tuesday,0730 - 0745,cloudy,Spot B
Tuesday,0745 - 0800,cloudy,Spot B
Tuesday,0800 - 0815,cloudy,Spot B
Tuesday,0815 - 0830,cloudy,Spot B
Tuesday,0830 - 0845,cloudy,Spot B
Tuesday,0845 - 0900,cloudy,Spot B
Wednesday,0700 - 0715,cloudy,Spot B
Wednesday,0715 - 0730,cloudy,Spot B
Wednesday,0730 - 0745,cloudy,Spot B
Wednesday,0745 - 0800,cloudy,Spot B
Wednesday,0800 - 0815,cloudy,Spot B
Wednesday,0815 - 0830,cloudy,Spot B
Wednesday,0830 - 0845,cloudy,Spot B
Wednesday,0845 - 0900,cloudy,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,rainy,Spot B
Saturday,0715 - 0730,rainy,Spot B
Saturday,0730 - 0745,rainy,Spot B
Saturday,0745 - 0800,rainy,Spot B
Saturday,0800 - 0815,rainy,Spot B
Saturday,0815 - 0830,rainy,Spot B
Saturday,0830 - 0845,rainy,Spot B
Saturday,0845 - 0900,rainy,Spot B
Sunday,0700 - 0715,sunny,Spot B
Sunday,0715 - 0730,sunny,Spot B
Sunday,0730 - 0745,sunny,Spot B
Sunday,0745 - 0800,sunny,Spot B
Sunday,0800 - 0815,sunny,Spot B
Sunday,0815 - 0830,sunny,Spot B
Sunday,0830 - 0845,sunny,Spot B
Sunday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,sunny,Spot B
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Wednesday,0700 - 0715,cloudy,Spot B
Wednesday,0715 - 0730,cloudy,Spot B
Wednesday,0730 - 0745,cloudy,Spot B
Wednesday,0745 - 0800,cloudy,Spot B
Wednesday,0800 - 0815,cloudy,Spot B
Wednesday,0815 - 0830,cloudy,Spot B
Wednesday,0830 - 0845,cloudy,Spot B
Wednesday,0845 - 0900,cloudy,Spot B
Thursday,0700 - 0715,rainy,Spot B
Thursday,0715 - 0730,rainy,Spot B
Thursday,0730 - 0745,rainy,Spot B
Thursday,0745 - 0800,rainy,Spot B
Thursday,0800 - 0815,rainy,Spot B
Thursday,0815 - 0830,rainy,Spot B
Thursday,0830 - 0845,rainy,Spot B
Thursday,0845 - 0900,rainy,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,rainy,Spot B
Sunday,0715 - 0730,rainy,Spot B
Sunday,0730 - 0745,rainy,Spot B
Sunday,0745 - 0800,rainy,Spot B
Sunday,0800 - 0815,rainy,Spot B
Sunday,0815 - 0830,rainy,Spot B
Sunday,0830 - 0845,rainy,Spot B
Sunday,0845 - 0900,rainy,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,sunny,Spot B
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Wednesday,0700 - 0715,sunny,Spot B
Wednesday,0715 - 0730,sunny,Spot B
Wednesday,0730 - 0745,sunny,Spot B
Wednesday,0745 - 0800,sunny,Spot B
Wednesday,0800 - 0815,sunny,Spot B
Wednesday,0815 - 0830,sunny,Spot B
Wednesday,0830 - 0845,sunny,Spot B
Wednesday,0845 - 0900,sunny,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,rainy,Spot B
Saturday,0715 - 0730,rainy,Spot B
Saturday,0730 - 0745,rainy,Spot B
Saturday,0745 - 0800,rainy,Spot B
Saturday,0800 - 0815,rainy,Spot B
Saturday,0815 - 0830,rainy,Spot B
Saturday,0830 - 0845,rainy,Spot B
Saturday,0845 - 0900,rainy,Spot B
Sunday,0700 - 0715,sunny,Spot B
Sunday,0715 - 0730,sunny,Spot B
Sunday,0730 - 0745,sunny,Spot B
Sunday,0745 - 0800,sunny,Spot B
Sunday,0800 - 0815,sunny,Spot B
Sunday,0815 - 0830,sunny,Spot B
Sunday,0830 - 0845,sunny,Spot B
Sunday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,rainy,Spot B
Monday,0715 - 0730,rainy,Spot B
Monday,0730 - 0745,rainy,Spot B
Monday,0745 - 0800,rainy,Spot B
Monday,0800 - 0815,rainy,Spot B
Monday,0815 - 0830,rainy,Spot B
Monday,0830 - 0845,rainy,Spot B
Monday,0845 - 0900,rainy,Spot B
Tuesday,0700 - 0715,sunny,Spot B
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Wednesday,0700 - 0715,rainy,Spot B
Wednesday,0715 - 0730,rainy,Spot B
Wednesday,0730 - 0745,rainy,Spot B
Wednesday,0745 - 0800,rainy,Spot B
Wednesday,0800 - 0815,rainy,Spot B
Wednesday,0815 - 0830,rainy,Spot B
Wednesday,0830 - 0845,rainy,Spot B
Wednesday,0845 - 0900,rainy,Spot B
Thursday,0700 - 0715,rainy,Spot B
Thursday,0715 - 0730,rainy,Spot B
Thursday,0730 - 0745,rainy,Spot B
Thursday,0745 - 0800,rainy,Spot B
Thursday,0800 - 0815,rainy,Spot B
Thursday,0815 - 0830,rainy,Spot B
Thursday,0830 - 0845,rainy,Spot B
Thursday,0845 - 0900,rainy,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,rainy,Spot B
Saturday,0715 - 0730,rainy,Spot B
Saturday,0730 - 0745,rainy,Spot B
Saturday,0745 - 0800,rainy,Spot B
Saturday,0800 - 0815,rainy,Spot B
Saturday,0815 - 0830,rainy,Spot B
Saturday,0830 - 0845,rainy,Spot B
Saturday,0845 - 0900,rainy,Spot B
Sunday,0700 - 0715,cloudy,Spot B
Sunday,0715 - 0730,cloudy,Spot B
Sunday,0730 - 0745,cloudy,Spot B
Sunday,0745 - 0800,cloudy,Spot B
Sunday,0800 - 0815,cloudy,Spot B
Sunday,0815 - 0830,cloudy,Spot B
Sunday,0830 - 0845,cloudy,Spot B
Sunday,0845 - 0900,cloudy,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,cloudy,Spot B
Tuesday,0715 - 0730,cloudy,Spot B
Tuesday,0730 - 0745,cloudy,Spot B
Tuesday,0745 - 0800,cloudy,Spot B
Tuesday,0800 - 0815,cloudy,Spot B
Tuesday,0815 - 0830,cloudy,Spot B
Tuesday,0830 - 0845,cloudy,Spot B
Tuesday,0845 - 0900,cloudy,Spot B
Wednesday,0700 - 0715,sunny,Spot B
Wednesday,0715 - 0730,sunny,Spot B
Wednesday,0730 - 0745,sunny,Spot B
Wednesday,0745 - 0800,sunny,Spot B
Wednesday,0800 - 0815,sunny,Spot B
Wednesday,0815 - 0830,sunny,Spot B
Wednesday,0830 - 0845,sunny,Spot B
Wednesday,0845 - 0900,sunny,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,rainy,Spot B
Saturday,0715 - 0730,rainy,Spot B
Saturday,0730 - 0745,rainy,Spot B
Saturday,0745 - 0800,rainy,Spot B
Saturday,0800 - 0815,rainy,Spot B
Saturday,0815 - 0830,rainy,Spot B
Saturday,0830 - 0845,rainy,Spot B
Saturday,0845 - 0900,rainy,Spot B
Sunday,0700 - 0715,cloudy,Spot B
Sunday,0715 - 0730,cloudy,Spot B
Sunday,0730 - 0745,cloudy,Spot B
Sunday,0745 - 0800,cloudy,Spot B
Sunday,0800 - 0815,cloudy,Spot B
Sunday,0815 - 0830,cloudy,Spot B
Sunday,0830 - 0845,cloudy,Spot B
Sunday,0845 - 0900,cloudy,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,cloudy,Spot B
Tuesday,0715 - 0730,cloudy,Spot B
Tuesday,0730 - 0745,cloudy,Spot B
Tuesday,0745 - 0800,cloudy,Spot B
Tuesday,0800 - 0815,cloudy,Spot B
Tuesday,0815 - 0830,cloudy,Spot B
Tuesday,0830 - 0845,cloudy,Spot B
Tuesday,0845 - 0900,cloudy,Spot B
Wednesday,0700 - 0715,sunny,Spot B
Wednesday,0715 - 0730,sunny,Spot B
Wednesday,0730 - 0745,sunny,Spot B
Wednesday,0745 - 0800,sunny,Spot B
Wednesday,0800 - 0815,sunny,Spot B
Wednesday,0815 - 0830,sunny,Spot B
Wednesday,0830 - 0845,sunny,Spot B
Wednesday,0845 - 0900,sunny,Spot B
Thursday,0700 - 0715,sunny,Spot B
Thursday,0715 - 0730,sunny,Spot B
Thursday,0730 - 0745,sunny,Spot B
Thursday,0745 - 0800,sunny,Spot B
Thursday,0800 - 0815,sunny,Spot B
Thursday,0815 - 0830,sunny,Spot B
Thursday,0830 - 0845,sunny,Spot B
Thursday,0845 - 0900,sunny,Spot B
Friday,0700 - 0715,cloudy,Spot B
Friday,0715 - 0730,cloudy,Spot B
Friday,0730 - 0745,cloudy,Spot B
Friday,0745 - 0800,cloudy,Spot B
Friday,0800 - 0815,cloudy,Spot B
Friday,0815 - 0830,cloudy,Spot B
Friday,0830 - 0845,cloudy,Spot B
Friday,0845 - 0900,cloudy,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,rainy,Spot B
Sunday,0715 - 0730,rainy,Spot B
Sunday,0730 - 0745,rainy,Spot B
Sunday,0745 - 0800,rainy,Spot B
Sunday,0800 - 0815,rainy,Spot B
Sunday,0815 - 0830,rainy,Spot B
Sunday,0830 - 0845,rainy,Spot B
Sunday,0845 - 0900,rainy,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,sunny,Spot B
Tuesday,0715 - 0730,sunny,Spot B
Tuesday,0730 - 0745,sunny,Spot B
Tuesday,0745 - 0800,sunny,Spot B
Tuesday,0800 - 0815,sunny,Spot B
Tuesday,0815 - 0830,sunny,Spot B
Tuesday,0830 - 0845,sunny,Spot B
Tuesday,0845 - 0900,sunny,Spot B
Wednesday,0700 - 0715,sunny,Spot B
Wednesday,0715 - 0730,sunny,Spot B
Wednesday,0730 - 0745,sunny,Spot B
Wednesday,0745 - 0800,sunny,Spot B
Wednesday,0800 - 0815,sunny,Spot B
Wednesday,0815 - 0830,sunny,Spot B
Wednesday,0830 - 0845,sunny,Spot B
Wednesday,0845 - 0900,sunny,Spot B
Thursday,0700 - 0715,cloudy,Spot B
Thursday,0715 - 0730,cloudy,Spot B
Thursday,0730 - 0745,cloudy,Spot B
Thursday,0745 - 0800,cloudy,Spot B
Thursday,0800 - 0815,cloudy,Spot B
Thursday,0815 - 0830,cloudy,Spot B
Thursday,0830 - 0845,cloudy,Spot B
Thursday,0845 - 0900,cloudy,Spot B
Friday,0700 - 0715,sunny,Spot B
Friday,0715 - 0730,sunny,Spot B
Friday,0730 - 0745,sunny,Spot B
Friday,0745 - 0800,sunny,Spot B
Friday,0800 - 0815,sunny,Spot B
Friday,0815 - 0830,sunny,Spot B
Friday,0830 - 0845,sunny,Spot B
Friday,0845 - 0900,sunny,Spot B
Saturday,0700 - 0715,sunny,Spot B
Saturday,0715 - 0730,sunny,Spot B
Saturday,0730 - 0745,sunny,Spot B
Saturday,0745 - 0800,sunny,Spot B
Saturday,0800 - 0815,sunny,Spot B
Saturday,0815 - 0830,sunny,Spot B
Saturday,0830 - 0845,sunny,Spot B
Saturday,0845 - 0900,sunny,Spot B
Sunday,0700 - 0715,sunny,Spot B
Sunday,0715 - 0730,sunny,Spot B
Sunday,0730 - 0745,sunny,Spot B
Sunday,0745 - 0800,sunny,Spot B
Sunday,0800 - 0815,sunny,Spot B
Sunday,0815 - 0830,sunny,Spot B
Sunday,0830 - 0845,sunny,Spot B
Sunday,0845 - 0900,sunny,Spot B
Monday,0700 - 0715,sunny,Spot B
Monday,0715 - 0730,sunny,Spot B
Monday,0730 - 0745,sunny,Spot B
Monday,0745 - 0800,sunny,Spot B
Monday,0800 - 0815,sunny,Spot B
Monday,0815 - 0830,sunny,Spot B
Monday,0830 - 0845,sunny,Spot B
Monday,0845 - 0900,sunny,Spot B
Tuesday,0700 - 0715,sunny,Spot B
